Mutant,org.apache.commons.math.geometry.euclidean.threed.RotationTest[testIdentity],org.apache.commons.math.geometry.euclidean.threed.RotationTest[testIssue639],org.apache.commons.math.geometry.euclidean.threed.RotationTest[testRevert],org.apache.commons.math.geometry.euclidean.threed.RotationTest[testQuaternion],org.apache.commons.math.geometry.euclidean.threed.RotationTest[testVectorTwoPairs],org.apache.commons.math.geometry.euclidean.threed.RotationTest[testVectorOnePair],org.apache.commons.math.geometry.euclidean.threed.RotationTest[testMatrix],org.apache.commons.math.geometry.euclidean.threed.RotationTest[testSingularities],org.apache.commons.math.geometry.euclidean.threed.RotationTest[testCompose],org.apache.commons.math.geometry.euclidean.threed.RotationTest[testComposeInverse],org.apache.commons.math.geometry.euclidean.threed.PlaneTest[testRotate],org.apache.commons.math.geometry.euclidean.threed.PolyhedronsSetTest[testIsometry],org.apache.commons.math.geometry.euclidean.threed.RotationTest[testApplyInverseTo],org.apache.commons.math.geometry.euclidean.threed.RotationTest[testAxisAngle],org.apache.commons.math.geometry.euclidean.threed.RotationTest[testAngles],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test44],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test01],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test45],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test43],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test09],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test06],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test08],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test25],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test22],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test23],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test42],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test24],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test20],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test54],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test58],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test18],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test48],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test02],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test21],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test52],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test55],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test19],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test40],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test04],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test05],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test46],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test03],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test47],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test60],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test26],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test13],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test53],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test28],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test29],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test51],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test59],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test11],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test17],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test56],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test07],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test50],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test27],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test15],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test16],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test49],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test31],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test57],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test32],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test61],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test41],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test34],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test38],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test35],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test62],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test36],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test33],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test39],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test14],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test63],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test30],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test37],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test00],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test12],org.apache.commons.math.geometry.euclidean.threed.Rotation_ESTest[test10],Total,Equiv?
1831,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,PASS,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,PASS, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,13,
1832,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS, ,FAIL,PASS, ,PASS, , , , ,FAIL, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,14,
1833,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,PASS,PASS, ,PASS, , , , ,FAIL, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,14,
1834,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,PASS,PASS, ,PASS, , , , ,FAIL, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,14,
1835,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,FAIL,PASS, ,PASS, , , , ,FAIL, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,15,
1836,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,FAIL,PASS, ,PASS, , , , ,FAIL, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,16,
1837,PASS, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,PASS,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,11,
1838,PASS, , ,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,PASS,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,PASS, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,9,
1839,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,FAIL,PASS, ,PASS, , , , ,FAIL, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,16,
184, , , , , , ,PASS, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,EXC, , ,PASS,PASS, , , , , , , , , , , , , ,PASS, , , , , , ,1,
1840,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,PASS,PASS, ,PASS, , , , ,FAIL, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,15,
1841,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,PASS,PASS, ,PASS, , , , ,FAIL, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,14,
1842,PASS, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,FAIL,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,12,
1843,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,PASS,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,13,
1844,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,FAIL,PASS, ,PASS, , , , ,FAIL, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,16,
1845,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,FAIL,PASS, ,PASS, , , , ,FAIL, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,15,
1846,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,FAIL,PASS, ,PASS, , , , ,FAIL, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,16,
1847,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,PASS,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,13,
1848,FAIL, , ,FAIL,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,PASS,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,14,
1849,PASS, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,FAIL,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,12,
185, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,PASS, , ,PASS,PASS, , , , , , , , , , , , , ,PASS, , , , , , ,1,
1850,PASS, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,PASS,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,11,
1851,FAIL, , ,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,FAIL,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,14,
1852,FAIL, , ,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,PASS,PASS, ,PASS, , , , ,FAIL, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,16,
1853,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,PASS,PASS, ,PASS, , , , ,FAIL, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,14,
1854,PASS, , ,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,PASS,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,10,
1855,FAIL, , ,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,EXC,FAIL,FAIL,FAIL,PASS, ,FAIL,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,15,
1856,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,PASS,PASS, ,PASS, , , , ,FAIL, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,15,
1857,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,FAIL,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,14,
1858,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,FAIL,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,14,
1859,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,FAIL,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,14,
186, , , , , , ,FAIL, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,PASS, , , , , , , , ,EXC, , ,PASS,PASS, , , , , , , , , , , , , ,PASS, , , , , , ,2,
1860,FAIL, , ,PASS,FAIL,PASS,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,FAIL,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,13,
1861,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,PASS,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,12,
1862,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,PASS,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,PASS, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,11,
1863,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,FAIL,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,14,
1864,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,PASS,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,15,
1865,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,PASS,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,15,
1866,FAIL, , ,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,FAIL,PASS, ,PASS,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,PASS, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,11,
1867,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,PASS,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL, , ,PASS,PASS, , , ,16,
1868,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,PASS,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL, , ,PASS,PASS, , , ,17,
1869,PASS, , ,PASS,PASS,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,PASS,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,PASS, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,10,
187, , , , , , ,EXC, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,FAIL, , , , , , , , ,EXC, , ,PASS,EXC, , , , , , , , , , , , , ,PASS, , , , , , ,4,
1870,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS,PASS, ,PASS,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,FAIL,PASS,PASS,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,FAIL, , ,PASS,PASS, , , ,14,
1871,FAIL, , ,PASS,FAIL,FAIL,FAIL,PASS,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,FAIL,PASS, ,PASS,PASS, ,PASS, , , , ,PASS, , ,PASS,PASS, ,PASS, , ,FAIL,PASS, ,PASS, , ,FAIL, ,PASS,PASS, , ,PASS, ,PASS,PASS,PASS,PASS, ,PASS, ,PASS, , , ,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS,FAIL,PASS,PASS,PASS,PASS, , ,PASS,PASS, , , ,15,
